,Name,Sex,Age,Team,Country,NOC,Games,Year,Season,City,Sport,Event,Medal
87054,EUGEN MACK,M,28,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,GYMNASTICS,"HORSE VAULT, MEN",SILVER
86656,GEORGES MIEZ,M,31,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,GYMNASTICS,"INDIVIDUAL ALL-AROUND, MEN",NONE
87051,EUGEN MACK,M,28,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,GYMNASTICS,"INDIVIDUAL ALL-AROUND, MEN",SILVER
86660,GEORGES MIEZ,M,31,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,GYMNASTICS,"PARALLEL BARS, MEN",NONE
87055,EUGEN MACK,M,28,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,GYMNASTICS,"PARALLEL BARS, MEN",NONE
86663,GEORGES MIEZ,M,31,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,GYMNASTICS,"POMMELLED HORSE, MEN",NONE
87058,EUGEN MACK,M,28,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,GYMNASTICS,"POMMELLED HORSE, MEN",SILVER
86662,GEORGES MIEZ,M,31,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,GYMNASTICS,"RINGS, MEN",NONE
87057,EUGEN MACK,M,28,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,GYMNASTICS,"RINGS, MEN",NONE
86657,GEORGES MIEZ,M,31,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,GYMNASTICS,"TEAM ALL-AROUND, MEN",SILVER
87052,EUGEN MACK,M,28,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,GYMNASTICS,"TEAM ALL-AROUND, MEN",SILVER
23400,MAX BLOESCH,M,28,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,HANDBALL,HANDBALL MEN'S HANDBALL,BRONZE
65864,ROLF FAES,M,19,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,HANDBALL,HANDBALL MEN'S HANDBALL,BRONZE
7991,ROLAND ANNEN,M,19,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,HOCKEY,HOCKEY MEN'S HOCKEY,NONE
45513,REN COURVOISIER,M,29,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,HOCKEY,HOCKEY MEN'S HOCKEY,NONE
67390,ADOLF FEHR,M,32,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,HOCKEY,HOCKEY MEN'S HOCKEY,NONE
67399,KONRAD FEHR,M,25,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,HOCKEY,HOCKEY MEN'S HOCKEY,NONE
37115,FERDINAND CATTINI,M,19,SWITZERLAND,SWITZERLAND,SUI,1936 WINTER,1936,WINTER,GARMISCH-PARTENKIRCHEN,ICE HOCKEY,ICE HOCKEY MEN'S ICE HOCKEY,NONE
37117,HANS CATTINI,M,22,SWITZERLAND,SWITZERLAND,SUI,1936 WINTER,1936,WINTER,GARMISCH-PARTENKIRCHEN,ICE HOCKEY,ICE HOCKEY MEN'S ICE HOCKEY,NONE
16304,HANS BAUMANN,M,31,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,MODERN PENTATHLON,MODERN PENTATHLON MEN'S INDIVIDUAL,NONE
19806,ERNST BERGER,M,22,SWITZERLAND,SWITZERLAND,SUI,1936 WINTER,1936,WINTER,GARMISCH-PARTENKIRCHEN,NORDIC COMBINED,NORDIC COMBINED MEN'S INDIVIDUAL,NONE
20331,WILLY BERNATH,M,21,SWITZERLAND,SWITZERLAND,SUI,1936 WINTER,1936,WINTER,GARMISCH-PARTENKIRCHEN,NORDIC COMBINED,NORDIC COMBINED MEN'S INDIVIDUAL,NONE
20945,HERMANN BETSCHART,M,25,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,ROWING,ROWING MEN'S COXED EIGHTS,NONE
67545,FRITZ KARL FELDMANN,M,20,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,ROWING,ROWING MEN'S COXED EIGHTS,NONE
20944,HERMANN BETSCHART,M,25,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,ROWING,ROWING MEN'S COXED FOURS,SILVER
8617,HANS J. APPENZELLER,M,37,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,ROWING,ROWING MEN'S COXED PAIRS,NONE
20943,HERMANN BETSCHART,M,25,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,ROWING,ROWING MEN'S COXLESS FOURS,BRONZE
69602,ANDR-FRDRIC FIRMENICH,M,31,YLLIAM II,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,SAILING,SAILING MIXED 6 METRES,NONE
69605,CHARLES AUGUSTE FRDRIC FIRMENICH,M,61,YLLIAM II,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,SAILING,SAILING MIXED 6 METRES,NONE
69606,GEORGES FIRMENICH,M,22,YLLIAM II,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,SAILING,SAILING MIXED 6 METRES,NONE
12346,RETO BADRUTT,M,27,SWITZERLAND,SWITZERLAND,SUI,1936 WINTER,1936,WINTER,GARMISCH-PARTENKIRCHEN,SKI JUMPING,"SKI JUMPING MEN'S NORMAL HILL, INDIVIDUAL",NONE
31609,RICHARD BHLER,M,20,SWITZERLAND,SWITZERLAND,SUI,1936 WINTER,1936,WINTER,GARMISCH-PARTENKIRCHEN,SKI JUMPING,"SKI JUMPING MEN'S NORMAL HILL, INDIVIDUAL",NONE
28899,HANS BRENNER,M,23,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,SWIMMING,SWIMMING MEN'S 400 METRES FREESTYLE,NONE
53914,"FERDINAND ""FERDY"" DENZLER",M,26,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,WATER POLO,WATER POLO MEN'S WATER POLO,NONE
69681,ERNST FISCHER,M,32,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,WEIGHTLIFTING,WEIGHTLIFTING MEN'S HEAVYWEIGHT,NONE
45335,PIERRE COTTIER,M,28,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,WEIGHTLIFTING,WEIGHTLIFTING MEN'S LIGHT-HEAVYWEIGHT,NONE
23018,HENRI BLANC,M,29,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,WEIGHTLIFTING,WEIGHTLIFTING MEN'S LIGHTWEIGHT,NONE
1930,ALBERT AESCHMANN,M,35,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,WEIGHTLIFTING,WEIGHTLIFTING MEN'S MIDDLEWEIGHT,NONE
41169,FRANZ CHRISTEN,M,29,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,WRESTLING,"WRESTLING MEN'S BANTAMWEIGHT, GRECO-ROMAN",NONE
32352,"WERNER ""WILLY"" BRKI",M,27,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,WRESTLING,"WRESTLING MEN'S HEAVYWEIGHT, FREESTYLE",NONE
49483,PAUL DTWYLER,M,20,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,WRESTLING,"WRESTLING MEN'S LIGHT-HEAVYWEIGHT, FREESTYLE",NONE
9111,GEORG ARGAST,M,36,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,WRESTLING,"WRESTLING MEN'S LIGHT-HEAVYWEIGHT, GRECO-ROMAN",NONE
9433,GOTTFRIED ARN,M,23,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,WRESTLING,"WRESTLING MEN'S LIGHTWEIGHT, FREESTYLE",NONE
7857,WILLY ANGST,M,22,SWITZERLAND,SWITZERLAND,SUI,1936 SUMMER,1936,SUMMER,BERLIN,WRESTLING,"WRESTLING MEN'S WELTERWEIGHT, FREESTYLE",NONE
20515,GUSTAV ADOLF ENGELBERT BERTEL-NORDSTRM,M,52,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,ART COMPETITIONS,"ART COMPETITIONS MIXED PAINTING, PAINTINGS",NONE
21358,"LISA ""LOUISE"" BIANCHINI (WADSTRM-)",F,68,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,ART COMPETITIONS,"ART COMPETITIONS MIXED PAINTING, PAINTINGS",NONE
62936,JOSEF DAVID OSSIAN ELGSTRM,M,52,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,ART COMPETITIONS,"ART COMPETITIONS MIXED PAINTING, PAINTINGS",NONE
5304,"KASPER ANGARIUS ""ANSGAR"" ALMQUIST",M,47,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,ART COMPETITIONS,"ART COMPETITIONS MIXED SCULPTURING, STATUES",NONE
23425,STIG ARVIDSSON BLOMBERG,M,34,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,ART COMPETITIONS,"ART COMPETITIONS MIXED SCULPTURING, STATUES",BRONZE
65896,CARL VILHELM FAGERBERG,M,57,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,ART COMPETITIONS,"ART COMPETITIONS MIXED SCULPTURING, UNKNOWN EVENT",NONE
62216,JOHN HARRY EKMAN,M,27,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,ATHLETICS,"ATHLETICS MEN'S 3,000 METRES STEEPLECHASE",NONE
48969,"OLOF GUSTAV ARNE ""OLLE"" DANIELSSON",M,24,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,ATHLETICS,ATHLETICS MEN'S 4 X 400 METRES RELAY,NONE
61316,PER-OLOF EDFELDT,M,21,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,ATHLETICS,ATHLETICS MEN'S 4 X 400 METRES RELAY,NONE
48968,"OLOF GUSTAV ARNE ""OLLE"" DANIELSSON",M,24,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,ATHLETICS,ATHLETICS MEN'S 400 METRES,NONE
9084,"JOHAN KELLGREN ""KELL"" ARESKOUGH",M,29,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,ATHLETICS,ATHLETICS MEN'S 400 METRES HURDLES,NONE
21062,"KARL OLOF ALFRED ""OLLE"" BEXELL",M,27,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,ATHLETICS,ATHLETICS MEN'S DECATHLON,NONE
48259,LEIF EVERT DAHLGREN,M,30,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,ATHLETICS,ATHLETICS MEN'S DECATHLON,NONE
6995,"ERNST HAROLD ""HARALD"" ANDERSSON",M,29,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,ATHLETICS,ATHLETICS MEN'S DISCUS THROW,NONE
19917,STEN GUNNAR BERGH,M,27,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,ATHLETICS,ATHLETICS MEN'S DISCUS THROW,NONE
10716,LENNART FOLKE ALFONS ATTERWALL (OHLSSON-),M,25,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,ATHLETICS,ATHLETICS MEN'S JAVELIN THROW,NONE
63847,THORE SIXTEN ENOCHSSON (-THORHAMMER),M,27,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,ATHLETICS,ATHLETICS MEN'S MARATHON,NONE
19916,STEN GUNNAR BERGH,M,27,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,ATHLETICS,ATHLETICS MEN'S SHOT PUT,NONE
7050,AGNE LENNART ANDERSSON (-AGNRED),M,22,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,ATHLETICS,ATHLETICS MEN'S TRIPLE JUMP,NONE
37474,STIG OSKAR ERIK CEDERBERG,M,22,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,BOXING,BOXING MEN'S BANTAMWEIGHT,NONE
2159,ERIK ALFRED GREN,M,20,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,BOXING,BOXING MEN'S LIGHTWEIGHT,BRONZE
22876,BROR ERIK ALVAR BLADSTRM,M,18,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,CANOEING,"CANOEING MEN'S FOLDING KAYAK DOUBLES, 10 KILOMETRES",GOLD
58287,ORESTE LENNART VALENTINO DOZZI,M,26,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,CANOEING,"CANOEING MEN'S FOLDING KAYAK SINGLES, 10 KILOMETRES",NONE
65963,TAGE RAGNAR VALDEMAR FAHLBORG,M,24,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,CANOEING,"CANOEING MEN'S KAYAK DOUBLES, 10,000 METRES",BRONZE
19838,JOHN FILIP BERGER,M,26,SWEDEN,SWEDEN,SWE,1936 WINTER,1936,WINTER,GARMISCH-PARTENKIRCHEN,CROSS COUNTRY SKIING,CROSS COUNTRY SKIING MEN'S 4 X 10 KILOMETRES RELAY,BRONZE
20064,HJALMAR KARL BERGSTRM,M,29,SWEDEN,SWEDEN,SWE,1936 WINTER,1936,WINTER,GARMISCH-PARTENKIRCHEN,CROSS COUNTRY SKIING,CROSS COUNTRY SKIING MEN'S 50 KILOMETRES,NONE
63795,NILS JOEL ENGLUND,M,28,SWEDEN,SWEDEN,SWE,1936 WINTER,1936,WINTER,GARMISCH-PARTENKIRCHEN,CROSS COUNTRY SKIING,CROSS COUNTRY SKIING MEN'S 50 KILOMETRES,BRONZE
19667,AXEL ARNE BERG,M,26,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,CYCLING,"CYCLING MEN'S ROAD RACE, INDIVIDUAL",NONE
35622,BERNDT GUNNAR CARLSSON,M,29,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,CYCLING,"CYCLING MEN'S ROAD RACE, INDIVIDUAL",NONE
64235,KARL ERIK INGVAR ERICSSON,M,22,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,CYCLING,"CYCLING MEN'S ROAD RACE, INDIVIDUAL",NONE
19668,AXEL ARNE BERG,M,26,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,CYCLING,"CYCLING MEN'S ROAD RACE, TEAM",NONE
35623,BERNDT GUNNAR CARLSSON,M,29,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,CYCLING,"CYCLING MEN'S ROAD RACE, TEAM",NONE
64236,KARL ERIK INGVAR ERICSSON,M,22,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,CYCLING,"CYCLING MEN'S ROAD RACE, TEAM",NONE
1751,GREGOR NILS HENRIC ADLERCREUTZ,M,37,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,EQUESTRIAN,"EQUESTRIANISM MEN'S DRESSAGE, INDIVIDUAL",NONE
43490,SVEN AUGUST WILHELM COLLIANDER,M,46,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,EQUESTRIAN,"EQUESTRIANISM MEN'S DRESSAGE, INDIVIDUAL",NONE
1752,GREGOR NILS HENRIC ADLERCREUTZ,M,37,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,EQUESTRIAN,"EQUESTRIANISM MEN'S DRESSAGE, TEAM",BRONZE
43491,SVEN AUGUST WILHELM COLLIANDER,M,46,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,EQUESTRIAN,"EQUESTRIANISM MEN'S DRESSAGE, TEAM",BRONZE
50377,HUBERT WALTHIER AUGUST DE BSCHE,M,25,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,FENCING,"FENCING MEN'S FOIL, INDIVIDUAL",NONE
50378,HUBERT WALTHIER AUGUST DE BSCHE,M,25,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,FENCING,"FENCING MEN'S SABRE, INDIVIDUAL",NONE
50379,HUBERT WALTHIER AUGUST DE BSCHE,M,25,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,FENCING,"FENCING MEN'S SABRE, TEAM",NONE
58460,HANS DRAKENBERG,M,35,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
60700,GUSTAF PEDER WILHELM DYRSSEN,M,44,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
5282,"GUSTAV ADOLF ""GSTA"" ALMGREN",M,29,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,FENCING,"FENCING MEN'S EPEE, TEAM",SILVER
37479,GUSTAF BIRGER HJALMARSSON CEDERIN,M,41,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,FENCING,"FENCING MEN'S EPEE, TEAM",SILVER
58461,HANS DRAKENBERG,M,35,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,FENCING,"FENCING MEN'S EPEE, TEAM",SILVER
60701,GUSTAF PEDER WILHELM DYRSSEN,M,44,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,FENCING,"FENCING MEN'S EPEE, TEAM",SILVER
7095,OTTO AUGUST ANDERSSON,M,26,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,FOOTBALL,FOOTBALL MEN'S FOOTBALL,NONE
20019,SVEN OLOF LENNART BERGQUIST,M,21,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,FOOTBALL,FOOTBALL MEN'S FOOTBALL,NONE
35669,KARL VIKTOR CARLUND,M,30,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,FOOTBALL,FOOTBALL MEN'S FOOTBALL,NONE
63352,SVEN ARVID EMANUELSSON,M,22,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,FOOTBALL,FOOTBALL MEN'S FOOTBALL,NONE
7132,STIG GUSTAF EMANUEL ANDERSSON,M,21,SWEDEN,SWEDEN,SWE,1936 WINTER,1936,WINTER,GARMISCH-PARTENKIRCHEN,ICE HOCKEY,ICE HOCKEY MEN'S ICE HOCKEY,NONE
20020,SVEN OLOF LENNART BERGQUIST,M,21,SWEDEN,SWEDEN,SWE,1936 WINTER,1936,WINTER,GARMISCH-PARTENKIRCHEN,ICE HOCKEY,ICE HOCKEY MEN'S ICE HOCKEY,NONE
35637,KARL HERMAN CARLSSON,M,29,SWEDEN,SWEDEN,SWE,1936 WINTER,1936,WINTER,GARMISCH-PARTENKIRCHEN,ICE HOCKEY,ICE HOCKEY MEN'S ICE HOCKEY,NONE
35654,RUBEN BRYNOLF CARLSSON,M,23,SWEDEN,SWEDEN,SWE,1936 WINTER,1936,WINTER,GARMISCH-PARTENKIRCHEN,ICE HOCKEY,ICE HOCKEY MEN'S ICE HOCKEY,NONE
63653,VAGNER EDVARD HOLGER ENGBERG,M,27,SWEDEN,SWEDEN,SWE,1936 WINTER,1936,WINTER,GARMISCH-PARTENKIRCHEN,ICE HOCKEY,ICE HOCKEY MEN'S ICE HOCKEY,NONE
64217,KE ESBJRN ERICSON,M,22,SWEDEN,SWEDEN,SWE,1936 WINTER,1936,WINTER,GARMISCH-PARTENKIRCHEN,ICE HOCKEY,ICE HOCKEY MEN'S ICE HOCKEY,NONE
62129,LARS GERHARD LENNART EKDAHL,M,23,MAY BE,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,SAILING,SAILING MIXED 6 METRES,BRONZE
64360,IVER CHARLES MAURITZ ERIKSSON (-EDDING),M,28,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,SAILING,SAILING MIXED ONE PERSON DINGHY,NONE
20063,GUSTAF ERIK BERGSTRM,M,47,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,SHOOTING,"SHOOTING MEN'S FREE PISTOL, 50 METRES",NONE
64459,SVEN IVAN ERIKSSON (-SELNGER),M,28,SWEDEN,SWEDEN,SWE,1936 WINTER,1936,WINTER,GARMISCH-PARTENKIRCHEN,SKI JUMPING,"SKI JUMPING MEN'S NORMAL HILL, INDIVIDUAL",SILVER
25767,BJRN BORG,M,16,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,SWIMMING,SWIMMING MEN'S 100 METRES BACKSTROKE,NONE
24794,STEN-OLOF ANDERS BOLLDN,M,22,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,SWIMMING,SWIMMING MEN'S 4 X 200 METRES FREESTYLE RELAY,NONE
25766,BJRN BORG,M,16,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,SWIMMING,SWIMMING MEN'S 4 X 200 METRES FREESTYLE RELAY,NONE
6980,GTE ERLING ANDERSSON,M,27,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,WATER POLO,WATER POLO MEN'S WATER POLO,NONE
19673,BERTIL LENNART TEODOR BERG,M,25,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,WATER POLO,WATER POLO MEN'S WATER POLO,NONE
22596,JENS JONES BJRKLUND,M,25,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,WEIGHTLIFTING,WEIGHTLIFTING MEN'S LIGHTWEIGHT,NONE
2903,NILS ERIK KERLINDH,M,23,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,WRESTLING,"WRESTLING MEN'S HEAVYWEIGHT, FREESTYLE",NONE
33412,AXEL VILHELM TEODOR CADIER,M,29,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,WRESTLING,"WRESTLING MEN'S LIGHT-HEAVYWEIGHT, GRECO-ROMAN",GOLD
7140,THURE ELOF ANDERSSON,M,29,SWEDEN,SWEDEN,SWE,1936 SUMMER,1936,SUMMER,BERLIN,WRESTLING,"WRESTLING MEN'S WELTERWEIGHT, FREESTYLE",SILVER
17777,RENA BEINHAUEROV (-MAL),F,23,CZECHOSLOVAKIA,CZECHOSLOVAKIA,TCH,1936 WINTER,1936,WINTER,GARMISCH-PARTENKIRCHEN,ALPINE SKIING,ALPINE SKIING WOMEN'S COMBINED,NONE
16181,JOSEF BAUER,M,25,CZECHOSLOVAKIA,CZECHOSLOVAKIA,TCH,1936 SUMMER,1936,SUMMER,BERLIN,ART COMPETITIONS,"ART COMPETITIONS MIXED ARCHITECTURE, DESIGNS FOR TOWN PLANNING",NONE
10903,RICHARD AUGSTEN,M,25,CZECHOSLOVAKIA,CZECHOSLOVAKIA,TCH,1936 SUMMER,1936,SUMMER,BERLIN,ART COMPETITIONS,"ART COMPETITIONS MIXED LITERATURE, UNKNOWN EVENT",NONE
17466,TEFAN BEDN,M,27,CZECHOSLOVAKIA,CZECHOSLOVAKIA,TCH,1936 SUMMER,1936,SUMMER,BERLIN,ART COMPETITIONS,"ART COMPETITIONS MIXED PAINTING, UNKNOWN EVENT",NONE
58504,FRANTIEK DRAKOVI,M,25,CZECHOSLOVAKIA,CZECHOSLOVAKIA,TCH,1936 SUMMER,1936,SUMMER,BERLIN,ART COMPETITIONS,"ART COMPETITIONS MIXED SCULPTURING, UNKNOWN EVENT",NONE
60294,"JAN VTZSLAV ""JEAN"" DUEK",M,45,CZECHOSLOVAKIA,CZECHOSLOVAKIA,TCH,1936 SUMMER,1936,SUMMER,BERLIN,ART COMPETITIONS,"ART COMPETITIONS MIXED SCULPTURING, UNKNOWN EVENT",NONE
24944,LUDVK BOMBK,M,23,CZECHOSLOVAKIA,CZECHOSLOVAKIA,TCH,1936 SUMMER,1936,SUMMER,BERLIN,ATHLETICS,"ATHLETICS MEN'S 10,000 METRES",NONE
20342,ERNST HELMUT BERNDT,M,21,CZECHOSLOVAKIA,CZECHOSLOVAKIA,TCH,1936 SUMMER,1936,SUMMER,BERLIN,ATHLETICS,ATHLETICS MEN'S 400 METRES HURDLES,NONE
14133,VALR BARA,M,27,CZECHOSLOVAKIA,CZECHOSLOVAKIA,TCH,1936 SUMMER,1936,SUMMER,BERLIN,ATHLETICS,ATHLETICS MEN'S DISCUS THROW,NONE
62947,JAROSLAV ELI,M,30,CZECHOSLOVAKIA,CZECHOSLOVAKIA,TCH,1936 SUMMER,1936,SUMMER,BERLIN,ATHLETICS,ATHLETICS MEN'S HAMMER THROW,NONE
57976,FRANTIEK DOUDA,M,27,CZECHOSLOVAKIA,CZECHOSLOVAKIA,TCH,1936 SUMMER,1936,SUMMER,BERLIN,ATHLETICS,ATHLETICS MEN'S SHOT PUT,NONE
46866,JI TYROK,M,25,CZECHOSLOVAKIA,CZECHOSLOVAKIA,TCH,1936 SUMMER,1936,SUMMER,BERLIN,BASKETBALL,BASKETBALL MEN'S BASKETBALL,NONE
60491,ALOIS DVOEK,M,27,CZECHOSLOVAKIA,CZECHOSLOVAKIA,TCH,1936 SUMMER,1936,SUMMER,BERLIN,BASKETBALL,BASKETBALL MEN'S BASKETBALL,NONE
60492,LUDVK DVOEK,M,25,CZECHOSLOVAKIA,CZECHOSLOVAKIA,TCH,1936 SUMMER,1936,SUMMER,BERLIN,BASKETBALL,BASKETBALL MEN'S BASKETBALL,NONE
23268,WILHELM BLECHSCHMIDT,M,25,CZECHOSLOVAKIA-2,CZECHOSLOVAKIA,TCH,1936 WINTER,1936,WINTER,GARMISCH-PARTENKIRCHEN,BOBSLEIGH,BOBSLEIGH MEN'S FOUR,NONE
23267,WILHELM BLECHSCHMIDT,M,25,CZECHOSLOVAKIA-2,CZECHOSLOVAKIA,TCH,1936 WINTER,1936,WINTER,GARMISCH-PARTENKIRCHEN,BOBSLEIGH,BOBSLEIGH MEN'S TWO,NONE
56912,FRANTIEK DOLEAL,M,22,CZECHOSLOVAKIA,CZECHOSLOVAKIA,TCH,1936 SUMMER,1936,SUMMER,BERLIN,BOXING,BOXING MEN'S BANTAMWEIGHT,NONE
